LeftBreakpoint,RightBreakpoint,FFPM,LeftStrand,RightStrand,Total_Count_(SC+RC),Chromosome_Feature,Same_Strand,Reciprocal_Fusion,Splice_Pattern,Splice_Site,Splice_Pattern_Class,Total_Mapped_Reads,Left_Exon,Right_Exon,5_loc,3_loc,5_gene_start,5_gene_end,5_gene_length,3_gene_start,3_gene_end,3_gene_length,alternate_junction_count,alternative_junction,exon_count5,exon_count3
136268121,23234554,0.230786,-,+,4,Interchromosomal,No,No,InFrame,TT-AT,NonCanonicalPattern,17332066,4,4,M,M,136267652,136272107,4455,23230509,23234898,4389,2,Yes,3,4
136310796,153169863,1.47187,+,+,5,Interchromosomal,Yes,No,InFrame,CT-TC,NonCanonicalPattern,3397035,8,1,M,M,136304116,136310891,6775,153169382,153179147,9765,1,No,9,23
136336087,32094508,0.173205,+,-,6,Interchromosomal,No,No,FrameShift,GC-CC,NonCanonicalPattern,34640958,2,5,M,M,136335739,136340413,4674,32093406,32096330,2924,1,No,4,4
136340296,153169863,0.992534,+,+,4,Interchromosomal,Yes,No,InFrame,AT-TC,NonCanonicalPattern,4030090,5,1,M,M,136335739,136340413,4674,153169382,153179147,9765,1,No,4,23
136342243,213434161,0.536979,-,+,18,Interchromosomal,No,No,InFrame,TC-GG,NonCanonicalPattern,33520888,1,1,M,M,136341341,136342608,1267,213433584,213434277,693,1,No,1,1
136342501,25169,0.164087,+,-,4,Interchromosomal,No,No,InFrame,GC-GC,NonCanonicalPattern,24377244,1,5,M,M,136341656,136343206,1550,22370,27998,5628,1,No,1,6
136342632,302453075,0.202689,+,-,4,Interchromosomal,No,No,InFrame,TT-GT,NonCanonicalPattern,19734696,1,1,M,M,136341656,136343206,1550,302449509,302453159,3650,1,No,1,4
136342632,178309634,0.209302,+,-,5,Interchromosomal,No,No,InFrame,TT-TT,NonCanonicalPattern,23888882,1,2,M,M,136341656,136343206,1550,178308545,178311010,2465,2,Yes,1,3
136342633,178309633,0.156246,+,-,4,Interchromosomal,No,No,InFrame,TC-TT,NonCanonicalPattern,25600631,1,2,M,M,136341656,136343206,1550,178308545,178311010,2465,2,Yes,1,3
136369256,78715379,0.177019,-,+,5,Intrachromosomal,No,No,InFrame,GC-AG,CanonicalPattern,28245542,1,1,M,M,136368521,136369285,764,78715161,78719354,4193,1,No,3,2
136417823,221748872,0.209818,-,+,6,Interchromosomal,No,Yes,InFrame,CC-TC,NonCanonicalPattern,28596219,2,1,M,M,136414699,136418825,4126,221748271,221749057,786,1,No,9,1
136442433,175658576,0.211847,-,+,6,Interchromosomal,No,No,InFrame,CG-GG,NonCanonicalPattern,28322311,2,2,M,M,136420950,136445059,24109,175656767,175659280,2513,1,No,4,2
136483255,20588437,5.1983,+,+,28,Interchromosomal,Yes,No,InFrame,GC-GG,NonCanonicalPattern,5386378,10,1,M,M,136474073,136484185,10112,20587711,20588602,891,1,No,11,1
136585662,53899728,0.201,-,+,9,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,23156765,2,5,S,S,136585096,136586038,942,53897186,53925967,28781,1,No,4,31
136585662,60226590,0.1419,-,+,3,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,21219112,2,7,S,S,136585096,136586038,942,60222784,60227909,5125,1,No,4,10
136585662,220349277,0.5173,-,+,17,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,27868407,2,NF,S,O,136585096,136586038,942,220349285,220350452,1167,1,No,4,5
136633351,153169862,0.168199,+,+,5,Interchromosomal,Yes,No,InFrame,CA-TT,NonCanonicalPattern,29726657,13,1,M,M,136628954,136633404,4450,153169382,153179147,9765,1,No,13,23
136978124,22394100,0.265834,+,-,7,Interchromosomal,No,Yes,InFrame,GA-AC,NonCanonicalPattern,26332223,1,1,M,M,136978038,136979105,1067,22392755,22394186,1431,1,No,1,1
136979057,153169863,2.35499,+,+,8,Interchromosomal,Yes,No,InFrame,TG-TC,NonCanonicalPattern,3397035,1,1,M,M,136978038,136979105,1067,153169382,153179147,9765,1,No,1,23
137074394,162015943,0.129781,+,-,4,Interchromosomal,No,No,InFrame,CT-GG,NonCanonicalPattern,30821270,8,1,M,M,137070905,137074511,3606,162014014,162016116,2102,1,No,8,2
137132520,65896511,0.0863163,+,-,4,Interchromosomal,No,No,InFrame,CC-CG,NonCanonicalPattern,46341164,11,1,M,M,137124075,137132713,8638,65894857,65896681,1824,1,No,11,3
137549396,15241603,1.83302,+,-,15,Interchromosomal,No,Yes,InFrame,TT-TT,NonCanonicalPattern,8183209,8,7,M,M,137545057,137550617,5560,15241357,15247286,5929,6,Yes,7,7
137549397,15241602,0.810921,+,-,5,Interchromosomal,No,Yes,InFrame,TC-TT,NonCanonicalPattern,6165829,8,7,M,M,137545057,137550617,5560,15241357,15247286,5929,6,Yes,7,7
137549398,15241601,0.905402,+,-,6,Interchromosomal,No,Yes,InFrame,CT-TT,NonCanonicalPattern,6626892,8,7,M,M,137545057,137550617,5560,15241357,15247286,5929,6,Yes,7,7
137549398,15241603,0.2006,+,-,6,Interchromosomal,No,Yes,InFrame,CT-TT,NonCanonicalPattern,29910297,8,7,M,M,137545057,137550617,5560,15241357,15247286,5929,6,Yes,7,7
137549400,15241599,1.1426,+,-,5,Interchromosomal,No,Yes,InFrame,GA-CT,NonCanonicalPattern,4375978,8,7,M,M,137545057,137550617,5560,15241357,15247286,5929,6,Yes,7,7
137549402,15241597,0.387278,+,-,12,Interchromosomal,No,Yes,InFrame,TT-GG,NonCanonicalPattern,30985464,8,7,M,M,137545057,137550617,5560,15241357,15247286,5929,6,Yes,7,7
137735871,121740238,0.135215,-,+,4,Interchromosomal,No,No,InFrame,CT-GC,NonCanonicalPattern,29582493,1,1,M,M,137735008,137736307,1299,121740137,121740799,662,1,No,1,1
137740197,76367102,0.342076,-,-,4,Interchromosomal,Yes,No,InFrame,CG-GT,NonCanonicalPattern,11693311,1,3,M,M,137740090,137740404,314,76366206,76368732,2526,1,No,1,4
137740358,239476018,0.169815,-,+,4,Interchromosomal,No,No,InFrame,GC-CC,NonCanonicalPattern,23555052,1,1,M,M,137740090,137740404,314,239475917,239582318,106401,1,No,1,4
137772978,152127669,0.448258,+,+,11,Interchromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,24539441,5,14,E,S,137766740,137774794,8054,152120926,152128343,7417,1,No,5,15
137780540,72693296,0.160447,+,-,5,Interchromosomal,No,No,FrameShift,CG-GG,NonCanonicalPattern,31162987,1,1,M,M,137779717,137781201,1484,72692601,72695384,2783,1,No,1,1
137780543,181803190,0.269607,+,-,8,Interchromosomal,No,No,InFrame,TG-TC,NonCanonicalPattern,29672865,1,1,M,M,137779717,137781201,1484,181802620,181803662,1042,1,No,1,1
137945511,14766896,0.325524,+,-,6,Interchromosomal,No,No,InFrame,GC-CC,NonCanonicalPattern,18431812,2,2,M,M,137944132,137946663,2531,14765743,14769977,4234,1,No,2,2
138203822,289345143,0.157081,-,+,5,Interchromosomal,No,No,InFrame,AG-GA,NonCanonicalPattern,31830789,1,2,M,M,138199712,138204289,4577,289341304,289345645,4341,1,No,5,3
138203827,180645536,0.24041,-,-,5,Interchromosomal,Yes,No,InFrame,GC-AG,CanonicalPattern,20797768,1,4,M,M,138199712,138204289,4577,180645340,180647611,2271,1,No,5,5
138203830,165213347,0.576985,-,+,12,Interchromosomal,No,No,InFrame,GC-AG,CanonicalPattern,20797768,1,1,M,M,138199712,138204289,4577,165213229,165214071,842,1,No,5,2
138204074,139028648,0.989529,-,-,29,Interchromosomal,Yes,No,InFrame,TC-CC,NonCanonicalPattern,29306860,1,1,M,M,138199712,138204289,4577,139022947,139028680,5733,1,No,5,5
138204230,25773678,0.326006,-,+,8,Interchromosomal,No,No,InFrame,GC-AG,CanonicalPattern,24539441,1,2,M,M,138199712,138204289,4577,25770803,25773818,3015,1,No,5,2
138314750,91744644,0.162245,+,-,4,Interchromosomal,No,No,FrameShift,GC-AG,CanonicalPattern,24654025,2,1,M,M,138312785,138316840,4055,91744045,91745169,1124,1,No,4,1
138323163,14098600,0.268196,-,+,4,Interchromosomal,No,No,InFrame,GT-AG,CanonicalPattern,14914449,1,3,S,S,138320320,138323435,3115,14097531,14099852,2321,1,No,5,3
138437527,213576785,1.43441,+,-,5,Interchromosomal,No,No,InFrame,TC-CG,NonCanonicalPattern,3485765,1,1,M,M,138435258,138438077,2819,213570957,213576927,5970,1,No,1,7
138688636,22441369,0.214711,-,+,7,Interchromosomal,No,No,InFrame,CG-GG,NonCanonicalPattern,32601930,7,8,M,M,138687404,138690534,3130,22435069,22442054,6985,2,Yes,8,9
138688637,22441368,0.136487,-,+,4,Interchromosomal,No,No,InFrame,AC-GG,NonCanonicalPattern,29306860,7,8,M,M,138687404,138690534,3130,22435069,22442054,6985,2,Yes,8,9
138690052,38968693,0.246671,-,+,4,Interchromosomal,No,No,FrameShift,GC-CA,NonCanonicalPattern,16215903,2,3,M,M,138687404,138690534,3130,38965835,38969719,3884,2,Yes,8,6
138690054,38968691,0.179522,-,+,9,Interchromosomal,No,No,FrameShift,CC-AT,NonCanonicalPattern,50133066,2,3,M,M,138687404,138690534,3130,38965835,38969719,3884,2,Yes,8,6
138690075,146096047,0.15846,-,+,7,Intrachromosomal,No,No,InFrame,CG-TC,NonCanonicalPattern,44175323,2,1,M,M,138687404,138690534,3130,146095936,146096441,505,1,No,8,1
138737382,241648063,0.128676,-,-,6,Interchromosomal,Yes,No,InFrame,TT-AC,NonCanonicalPattern,46628858,1,6,M,M,138735811,138737744,1933,241648006,241652836,4830,2,Yes,1,6
138737383,241648063,0.0955798,-,-,4,Interchromosomal,Yes,No,InFrame,AT-AC,CanonicalPattern,41849866,1,6,M,M,138735811,138737744,1933,241648006,241652836,4830,2,Yes,1,6
138737658,221972923,0.307876,-,-,7,Interchromosomal,Yes,No,InFrame,AT-AC,CanonicalPattern,22736408,1,1,M,M,138735811,138737744,1933,221970342,221972951,2609,1,No,1,5
138737658,176339816,0.117123,-,-,4,Interchromosomal,Yes,No,InFrame,AT-AC,CanonicalPattern,34152006,1,1,M,M,138735811,138737744,1933,176338057,176340314,2257,1,No,1,1
138763476,16623136,0.194957,-,-,6,Interchromosomal,Yes,No,InFrame,GC-AG,CanonicalPattern,30775953,1,1,M,M,138763073,138767279,4206,16622633,16627070,4437,1,No,1,1
138916412,181737711,2.052,-,-,19,Interchromosomal,Yes,No,InFrame,CT-CT,NonCanonicalPattern,9259258,1,1,M,M,138914037,138916530,2493,181737556,181738263,707,1,No,2,1
138941203,13887356,1.47187,+,+,5,Interchromosomal,Yes,No,InFrame,CT-GC,NonCanonicalPattern,3397035,1,1,M,M,138938299,138941679,3380,13887347,13893705,6358,1,No,1,14
138941275,4171506,0.146109,+,-,4,Intrachromosomal,No,No,InFrame,GT-AT,NonCanonicalPattern,27376837,1,12,M,M,138938299,138941679,3380,4171329,4197622,26293,1,No,1,24
139082526,16978169,0.278443,-,-,5,Interchromosomal,Yes,No,InFrame,TA-GT,NonCanonicalPattern,17956969,9,9,M,M,139080159,139100295,20136,16976540,16983872,7332,3,Yes,9,11
139082528,16978171,0.106814,-,-,4,Interchromosomal,Yes,No,InFrame,GA-AA,NonCanonicalPattern,37448226,9,9,M,M,139080159,139100295,20136,16976540,16983872,7332,3,Yes,9,11
139082547,16978190,0.254405,-,-,4,Interchromosomal,Yes,No,InFrame,GC-AG,CanonicalPattern,15722956,9,9,M,M,139080159,139100295,20136,16976540,16983872,7332,3,Yes,9,11
139121467,57990326,0.302097,+,+,5,Interchromosomal,Yes,No,InFrame,GG-CG,NonCanonicalPattern,16550981,1,2,M,M,139121304,139122177,873,57989727,57990908,1181,1,No,1,2
139121837,82705942,0.139795,-,+,4,Interchromosomal,No,No,FrameShift,AC-CT,NonCanonicalPattern,28613243,1,5,M,M,139121598,139121990,392,82701057,82706492,5435,1,No,1,5
139267153,77453237,0.0946642,-,-,10,Interchromosomal,Yes,No,InFrame,CT-GC,NonCanonicalPattern,105636610,1,1,M,M,139266140,139268247,2107,77452036,77453330,1294,1,No,1,2
139343145,147109514,0.1741,+,-,4,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,23024795,1,2,M,E,139342765,139344268,1503,147108206,147111353,3147,1,No,2,5
139358233,153169863,1.14752,+,+,4,Interchromosomal,Yes,No,InFrame,AC-TC,NonCanonicalPattern,3485765,6,1,M,M,139354574,139358334,3760,153169382,153179147,9765,1,No,6,23
139507741,17545815,0.158281,+,+,4,Interchromosomal,Yes,No,InFrame,CG-GG,NonCanonicalPattern,25271544,4,4,M,M,139505899,139508599,2700,17544033,17547090,3057,10,Yes,4,5
139507741,17545818,0.162439,+,+,4,Interchromosomal,Yes,No,InFrame,CG-GG,NonCanonicalPattern,24624704,4,4,M,M,139505899,139508599,2700,17544033,17547090,3057,10,Yes,4,5
139507742,17545813,0.141231,+,+,4,Interchromosomal,Yes,No,InFrame,GG-GC,NonCanonicalPattern,28322311,4,4,M,M,139505899,139508599,2700,17544033,17547090,3057,10,Yes,4,5
139507742,17545816,0.11468,+,+,4,Interchromosomal,Yes,No,InFrame,GG-GC,NonCanonicalPattern,34879640,4,4,M,M,139505899,139508599,2700,17544033,17547090,3057,10,Yes,4,5
139507743,17545811,0.658989,+,+,17,Interchromosomal,Yes,No,InFrame,GC-GC,NonCanonicalPattern,25797093,4,4,M,M,139505899,139508599,2700,17544033,17547090,3057,10,Yes,4,5
139507743,17545814,0.283616,+,+,6,Interchromosomal,Yes,No,InFrame,GC-CG,NonCanonicalPattern,21155399,4,4,M,M,139505899,139508599,2700,17544033,17547090,3057,10,Yes,4,5
139507743,17545817,0.162361,+,+,4,Interchromosomal,Yes,No,InFrame,GC-CG,NonCanonicalPattern,24636453,4,4,M,M,139505899,139508599,2700,17544033,17547090,3057,10,Yes,4,5
139507744,17545812,1.92489,+,+,54,Interchromosomal,Yes,No,InFrame,CG-CG,NonCanonicalPattern,28053505,4,4,M,M,139505899,139508599,2700,17544033,17547090,3057,10,Yes,4,5
139507744,17545815,0.268667,+,+,6,Interchromosomal,Yes,No,InFrame,CG-GG,NonCanonicalPattern,22332479,4,4,M,M,139505899,139508599,2700,17544033,17547090,3057,10,Yes,4,5
139507744,17545818,0.934114,+,+,38,Interchromosomal,Yes,No,InFrame,CG-GG,NonCanonicalPattern,40680246,4,4,M,M,139505899,139508599,2700,17544033,17547090,3057,10,Yes,4,5
13952541,32339506,0.119681,+,+,6,Interchromosomal,Yes,No,InFrame,GC-AG,CanonicalPattern,50133066,1,1,M,M,13952465,13955146,2681,32339255,32340527,1272,2,Yes,3,3
13952542,32339507,0.323686,+,+,15,Interchromosomal,Yes,No,InFrame,CC-GG,NonCanonicalPattern,46341164,1,1,M,M,13952465,13955146,2681,32339255,32340527,1272,2,Yes,3,3
139560586,178498715,0.0797877,+,-,4,Interchromosomal,No,No,FrameShift,CC-AC,NonCanonicalPattern,50133066,3,4,M,M,139559890,139566977,7087,178498374,178502589,4215,1,No,9,4
139573688,89569854,0.44903,-,-,4,Interchromosomal,Yes,No,InFrame,CT-GC,NonCanonicalPattern,8908083,1,5,M,M,139567592,139573877,6285,89568631,89591190,22559,1,No,7,4
139592642,276784868,0.669,+,-,31,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,46341164,4,2,E,E,139589294,139593817,4523,276783460,276785043,1583,1,No,5,6
139592642,33442419,0.4577,+,+,48,Interchromosomal,Yes,No,NF,GT-AG,CanonicalPattern,105636610,4,NF,E,O,139589294,139593817,4523,33442427,33443391,964,1,No,5,4
139742842,264923256,0.148857,-,-,9,Interchromosomal,Yes,No,InFrame,CC-AA,NonCanonicalPattern,60460618,1,11,M,M,139742645,139743610,965,264922566,264927419,4853,1,No,1,13
139787164,199120482,0.163003,+,-,4,Interchromosomal,No,No,InFrame,GC-GC,NonCanonicalPattern,24539441,2,1,M,M,139785500,139787836,2336,199119027,199125118,6091,3,Yes,1,2
139787165,199120481,0.170395,+,-,18,Interchromosomal,No,No,InFrame,CG-CG,NonCanonicalPattern,105636610,2,1,M,M,139785500,139787836,2336,199119027,199125118,6091,3,Yes,1,2
139787166,199120480,0.159925,+,-,4,Interchromosomal,No,No,InFrame,GC-GC,NonCanonicalPattern,25011781,2,1,M,M,139785500,139787836,2336,199119027,199125118,6091,3,Yes,1,2
139939105,151308598,0.114927,+,-,4,Interchromosomal,No,No,InFrame,AG-GG,NonCanonicalPattern,34804614,3,1,M,M,139937342,139939621,2279,151306876,151309493,2617,1,No,3,2
139939307,109881339,0.248733,+,-,9,Interchromosomal,No,No,InFrame,CT-GC,NonCanonicalPattern,36183421,3,1,M,M,139937342,139939621,2279,109878238,109882018,3780,1,No,3,3
140007346,16081868,0.170254,-,+,4,Interchromosomal,No,No,FrameShift,GT-AG,CanonicalPattern,23494337,5,2,S,S,140005504,140009372,3868,16080960,16082308,1348,1,No,6,3
140136185,112357095,0.137982,+,-,4,Interchromosomal,No,No,InFrame,CA-CA,NonCanonicalPattern,28989190,1,4,M,M,140135948,140144586,8638,112350370,112358534,8164,2,Yes,24,4
140136188,112351455,0.1965,+,-,4,Interchromosomal,No,No,NF,GT-AG,CanonicalPattern,20391144,1,5,E,E,140135948,140144586,8638,112350370,112358534,8164,2,Yes,24,4
140139225,130136556,0.4504,+,-,27,Intrachromosomal,No,No,NF,GT-AG,CanonicalPattern,46341164,5,3,E,E,140135948,140144586,8638,130135538,130141777,6239,1,No,24,5
140142430,128641516,1.87345,+,+,6,Interchromosomal,Yes,No,InFrame,CC-CT,NonCanonicalPattern,3202639,14,4,M,M,140135948,140144586,8638,128633498,128641844,8346,1,No,24,4
140157232,56810867,0.475484,-,+,11,Interchromosomal,No,No,InFrame,GC-AG,CanonicalPattern,23134326,4,2,M,M,140155980,140161756,5776,56809623,56815974,6351,1,No,5,3
140158565,51018531,4.8028,-,-,27,Interchromosomal,Yes,No,InFrame,GG-CG,NonCanonicalPattern,5621726,4,11,M,M,140155980,140161756,5776,51018370,51023659,5289,1,No,5,11
