LeftBreakpoint,RightBreakpoint,FFPM,LeftStrand,RightStrand,Total_Count_(SC+RC),Chromosome_Feature,Same_Strand,Reciprocal_Fusion,Splice_Pattern,Splice_Site,Splice_Pattern_Class,Total_Mapped_Reads,Left_Exon,Right_Exon,5_loc,3_loc,5_gene_start,5_gene_end,5_gene_length,3_gene_start,3_gene_end,3_gene_length,alternate_junction_count,alternative_junction,exon_count5,exon_count3
18025759,18013159,0.5021,-,-,2.0,Intrachromosomal,Yes,No,InFrame,AA-GG,NonCanonicalPattern,3983112,1,1,M,M,18023378,18026097,2719,18011035,18013257,2222,2,Yes,9,9
18025759,18013159,0.5627,-,-,2.0,Intrachromosomal,Yes,No,InFrame,AA-GG,NonCanonicalPattern,3554192,1,1,M,M,18023378,18026097,2719,18011035,18013257,2222,2,Yes,9,9
18025759,18013159,0.8515,-,-,3.0,Intrachromosomal,Yes,No,InFrame,AA-GG,NonCanonicalPattern,3523091,1,1,M,M,18023378,18026097,2719,18011035,18013257,2222,2,Yes,9,9
18025759,18013159,1.0596,-,-,3.0,Intrachromosomal,Yes,No,InFrame,AA-GG,NonCanonicalPattern,2831257,1,1,M,M,18023378,18026097,2719,18011035,18013257,2222,2,Yes,9,9
21691941,21762088,0.444,-,+,4.0,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,9008532,4,6,M,M,21690642,21694447,3805,21746354,21766048,19694,1,No,5,9
21691941,21762088,0.77,-,+,3.0,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,3921458,4,6,M,M,21690642,21694447,3805,21746354,21766048,19694,1,No,5,9
21691941,21762088,0.8073,-,+,2.0,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,2477438,4,6,M,M,21690642,21694447,3805,21746354,21766048,19694,1,No,5,9
21691941,21762088,1.0218,-,+,4.0,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,3914715,4,6,M,M,21690642,21694447,3805,21746354,21766048,19694,1,No,5,9
22553626,22559782,0.1782,+,+,6.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,33673138,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.2176,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,9190582,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.2203,+,+,3.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,13617107,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.2261,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,8844562,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.24,+,+,7.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,29173046,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.28,+,+,3.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,10708555,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.2816,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,7101372,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.3052,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,6553120,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.31,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,6434475,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.3429,+,+,3.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,8748906,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.3888,+,+,3.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,7716254,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.4091,+,+,13.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,31773496,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.4238,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,4719523,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.4566,+,+,4.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,8759799,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5019,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3985028,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5021,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3983112,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.502,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3983829,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5027,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3978657,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5045,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3964190,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5053,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3958123,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5054,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3956924,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5056,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3955794,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5059,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3952986,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5064,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3949447,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5068,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3946330,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5068,+,+,3.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,5919301,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5071,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3943736,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5073,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3942440,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5076,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3940055,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5078,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3938908,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5083,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3934822,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5084,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3934297,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5085,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3933343,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.509,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3929273,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5093,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3926831,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5097,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3923672,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3998162,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5119,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3906835,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5205,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3842578,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5207,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3840840,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5751,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3477354,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.5797,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3450229,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.6062,+,+,3.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,4949190,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.6314,+,+,3.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,4751280,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.6463,+,+,5.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,7736777,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.7071,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,2828314,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.7206,+,+,3.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,4163230,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.75,+,+,3.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3997215,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.7582,+,+,3.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3956618,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.7594,+,+,3.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3950359,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.7608,+,+,3.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3943361,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.76,+,+,3.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3947239,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.7621,+,+,3.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3936533,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.7625,+,+,3.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3934641,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.7627,+,+,3.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3933246,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.7682,+,+,3.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3905030,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.7694,+,+,3.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3899106,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.7918,+,+,3.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3788716,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.8223,+,+,11.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,13376435,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.9026,+,+,4.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,4431728,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.93,+,+,3.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3227806,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.9351,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,2138809,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.95,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,2094344,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.9512,+,+,5.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,5256328,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,0.9534,+,+,3.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3146633,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,1.0092,+,+,3.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,2972652,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,1.0133,+,+,4.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3947368,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,1.0137,+,+,4.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3945885,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,1.0148,+,+,4.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3941663,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,1.0157,+,+,4.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3938240,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,1.0162,+,+,4.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3936362,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,1.0623,+,+,3.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,2824061,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,1.1486,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,1741250,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,1.1831,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,1690474,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,1.243,+,+,3.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,2413554,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,1.2674,+,+,5.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3945141,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,1.2696,+,+,5.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3938171,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,1.2849,+,+,4.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3113149,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,1.2917,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,1548291,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,1.5144,+,+,6.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3961965,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,1.5192,+,+,6.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3949577,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,1.5208,+,+,6.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3945422,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,1.5284,+,+,6.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3925631,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,1.5663,+,+,6.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3830684,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,1.725,+,+,5.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,2898551,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,2.11,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,947765,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,2.2149,+,+,6.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,2708926,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553626,22559782,2.706,+,+,9.0,Intrachromosomal,Yes,Yes,InFrame,AA-AC,NonCanonicalPattern,3325942,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22553958,22608038,0.5043,+,-,2.0,Intrachromosomal,No,No,InFrame,GT-CT,NonCanonicalPattern,3965706,1,2,M,M,22551271,22554684,3413,22607462,22610557,3095,1,No,2,3
22554040,22560175,0.69,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,AG-CC,NonCanonicalPattern,2881608,1,1,M,M,22551271,22554684,3413,22555689,22560757,5068,2,Yes,2,3
22559754,22553648,0.5682,+,+,2.0,Intrachromosomal,Yes,Yes,InFrame,TA-AC,NonCanonicalPattern,3519887,1,1,M,M,22555689,22560757,5068,22551271,22554684,3413,1,No,3,2
22607545,22560576,0.5052,-,+,2.0,Intrachromosomal,No,No,InFrame,GT-AT,NonCanonicalPattern,3958828,2,3,M,M,22607462,22610557,3095,22555689,22560757,5068,2,Yes,3,3
22607545,22560576,0.5056,-,+,2.0,Intrachromosomal,No,No,InFrame,GT-AT,NonCanonicalPattern,3955767,2,3,M,M,22607462,22610557,3095,22555689,22560757,5068,2,Yes,3,3
22607545,22560576,0.5624,-,+,2.0,Intrachromosomal,No,No,InFrame,GT-AT,NonCanonicalPattern,3556188,2,3,M,M,22607462,22610557,3095,22555689,22560757,5068,2,Yes,3,3
22607575,22560546,0.0815,-,+,3.0,Intrachromosomal,No,No,InFrame,AA-AT,NonCanonicalPattern,36809991,2,3,M,M,22607462,22610557,3095,22555689,22560757,5068,2,Yes,3,3
22607575,22560546,0.1097,-,+,6.0,Intrachromosomal,No,No,InFrame,AA-AT,NonCanonicalPattern,54696641,2,3,M,M,22607462,22610557,3095,22555689,22560757,5068,2,Yes,3,3
22607575,22560546,0.1757,-,+,7.0,Intrachromosomal,No,No,InFrame,AA-AT,NonCanonicalPattern,39840637,2,3,M,M,22607462,22610557,3095,22555689,22560757,5068,2,Yes,3,3
22607575,22560546,0.3277,-,+,11.0,Intrachromosomal,No,No,InFrame,AA-AT,NonCanonicalPattern,33562438,2,3,M,M,22607462,22610557,3095,22555689,22560757,5068,2,Yes,3,3
22607575,22560546,0.5101,-,+,2.0,Intrachromosomal,No,No,InFrame,AA-AT,NonCanonicalPattern,3920544,2,3,M,M,22607462,22610557,3095,22555689,22560757,5068,2,Yes,3,3
22607575,22560546,0.51,-,+,2.0,Intrachromosomal,No,No,InFrame,AA-AT,NonCanonicalPattern,3952114,2,3,M,M,22607462,22610557,3095,22555689,22560757,5068,2,Yes,3,3
