LeftBreakpoint,RightBreakpoint,FFPM,LeftStrand,RightStrand,Total_Count_(SC+RC),Chromosome_Feature,Same_Strand,Reciprocal_Fusion,Splice_Pattern,Splice_Site,Splice_Pattern_Class,Total_Mapped_Reads,Left_Exon,Right_Exon,5_loc,3_loc,5_gene_start,5_gene_end,5_gene_length,3_gene_start,3_gene_end,3_gene_length,alternate_junction_count,alternative_junction,exon_count5,exon_count3
1374248,1376525,0.8643,-,-,2.0,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,2314011,4,7,S,E,1373234,1375821,2587,1375824,1379228,3404,1,No,7,7
1374248,1376525,1.2965,-,-,3.0,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,2313922,4,7,S,E,1373234,1375821,2587,1375824,1379228,3404,1,No,7,7
1745317,1735112,0.5099,+,+,2.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,3922338,1,7,E,S,1744444,1747734,3290,1732802,1737583,4781,1,No,6,14
1745317,1735112,0.5099,+,+,2.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,3922338,1,7,E,S,1744444,1747734,3290,1732802,1737583,4781,1,No,6,14
1745317,1735112,0.739,+,+,2.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,2706360,1,7,E,S,1744444,1747734,3290,1732802,1737583,4781,1,No,6,14
1745317,1735112,1.1085,+,+,3.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,2706360,1,7,E,S,1744444,1747734,3290,1732802,1737583,4781,1,No,6,14
12384030,12599575,0.5029,-,+,2.0,Intrachromosomal,No,No,InFrame,GT-AG,CanonicalPattern,3976934,1,10,S,S,12383777,12384244,467,12595110,12602379,7269,1,No,2,15
17091896,12514449,0.7632,+,-,3.0,Intrachromosomal,No,No,NF,GT-AG,CanonicalPattern,3930818,1,9,M,M,17091839,17092082,243,12514106,12516521,2415,1,No,1,10
2540881,2548967,0.5107,-,-,3.0,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,5874290,5,4,S,M,2539614,2542362,2748,2548496,2551544,3048,1,No,11,4
2540881,2548967,0.766,-,-,3.0,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3916449,5,4,S,M,2539614,2542362,2748,2548496,2551544,3048,1,No,11,4
3263442,11843158,0.0894,-,-,3.0,Interchromosomal,Yes,No,FrameShift,TT-GA,NonCanonicalPattern,33557047,1,1,M,M,3262222,3263642,1420,11842236,11843361,1125,1,No,3,3
3263442,11843158,0.5087,-,-,2.0,Interchromosomal,Yes,No,FrameShift,TT-GA,NonCanonicalPattern,3931590,1,1,M,M,3262222,3263642,1420,11842236,11843361,1125,1,No,3,3
4454662,4450777,0.1116,+,+,3.0,Intrachromosomal,Yes,No,InFrame,AA-TC,NonCanonicalPattern,26881720,9,1,M,M,4452190,4454900,2710,4449713,4451742,2029,1,No,9,3
4454662,4450777,0.5089,+,+,15.0,Intrachromosomal,Yes,No,InFrame,AA-TC,NonCanonicalPattern,29475339,9,1,M,M,4452190,4454900,2710,4449713,4451742,2029,1,No,9,3
5045410,2360278,0.3377,+,-,2.0,Interchromosomal,No,Yes,InFrame,GT-AG,CanonicalPattern,5922416,3,3,M,E,5042240,5045556,3316,2359114,2362375,3261,1,No,3,5
5045410,2360278,0.4123,+,-,2.0,Interchromosomal,No,Yes,InFrame,GT-AG,CanonicalPattern,4850837,3,3,M,E,5042240,5045556,3316,2359114,2362375,3261,1,No,3,5
5045410,2360278,0.8245,+,-,3.0,Interchromosomal,No,Yes,NF,GT-AG,CanonicalPattern,3638569,3,3,M,E,5042240,5045556,3316,2359114,2362375,3261,1,No,3,5
5045410,2360278,1.0036,+,-,4.0,Interchromosomal,No,Yes,NF,GT-AG,CanonicalPattern,3985652,3,3,M,E,5042240,5045556,3316,2359114,2362375,3261,1,No,3,5
5045410,2360278,1.2545,+,-,5.0,Interchromosomal,No,Yes,InFrame,GT-AG,CanonicalPattern,3985652,3,3,M,E,5042240,5045556,3316,2359114,2362375,3261,1,No,3,5
5045410,2360278,1.2638,+,-,5.0,Interchromosomal,No,Yes,NF,GT-AG,CanonicalPattern,3956322,3,3,M,E,5042240,5045556,3316,2359114,2362375,3261,1,No,3,5
5045410,2360278,1.4321,+,-,2.0,Interchromosomal,No,Yes,InFrame,GT-AG,CanonicalPattern,1396551,3,3,M,E,5042240,5045556,3316,2359114,2362375,3261,1,No,3,5
5045410,2360278,1.7705,+,-,7.0,Interchromosomal,No,Yes,InFrame,GT-AG,CanonicalPattern,3953685,3,3,M,E,5042240,5045556,3316,2359114,2362375,3261,1,No,3,5
5045410,2360278,1.7719,+,-,7.0,Interchromosomal,No,Yes,NF,GT-AG,CanonicalPattern,3950562,3,3,M,E,5042240,5045556,3316,2359114,2362375,3261,1,No,3,5
5045410,2360278,2.0225,+,-,8.0,Interchromosomal,No,Yes,NF,GT-AG,CanonicalPattern,3955501,3,3,M,E,5042240,5045556,3316,2359114,2362375,3261,1,No,3,5
5045410,2360278,2.0225,+,-,8.0,Interchromosomal,No,Yes,InFrame,GT-AG,CanonicalPattern,3955501,3,3,M,E,5042240,5045556,3316,2359114,2362375,3261,1,No,3,5
5045410,2360278,2.023,+,-,8.0,Interchromosomal,No,Yes,NF,GT-AG,CanonicalPattern,3954523,3,3,M,E,5042240,5045556,3316,2359114,2362375,3261,1,No,3,5
5045410,2360278,2.0234,+,-,8.0,Interchromosomal,No,Yes,NF,GT-AG,CanonicalPattern,3953741,3,3,M,E,5042240,5045556,3316,2359114,2362375,3261,1,No,3,5
5045410,2360278,2.025,+,-,8.0,Interchromosomal,No,Yes,InFrame,GT-AG,CanonicalPattern,3950617,3,3,M,E,5042240,5045556,3316,2359114,2362375,3261,1,No,3,5
5045410,2360278,2.0256,+,-,8.0,Interchromosomal,No,Yes,NF,GT-AG,CanonicalPattern,3949447,3,3,M,E,5042240,5045556,3316,2359114,2362375,3261,1,No,3,5
5045410,2360278,2.2759,+,-,9.0,Interchromosomal,No,Yes,InFrame,GT-AG,CanonicalPattern,3954480,3,3,M,E,5042240,5045556,3316,2359114,2362375,3261,1,No,3,5
5045410,2360278,2.5276,+,-,10.0,Interchromosomal,No,Yes,InFrame,GT-AG,CanonicalPattern,3956322,3,3,M,E,5042240,5045556,3316,2359114,2362375,3261,1,No,3,5
5045410,2360278,2.532,+,-,10.0,Interchromosomal,No,Yes,InFrame,GT-AG,CanonicalPattern,3949447,3,3,M,E,5042240,5045556,3316,2359114,2362375,3261,1,No,3,5
5045410,2360278,2.8224,+,-,2.0,Interchromosomal,No,Yes,InFrame,GT-AG,CanonicalPattern,708617,3,3,M,E,5042240,5045556,3316,2359114,2362375,3261,1,No,3,5
5045410,2360278,2.8902,+,-,2.0,Interchromosomal,No,Yes,InFrame,GT-AG,CanonicalPattern,691994,3,3,M,E,5042240,5045556,3316,2359114,2362375,3261,1,No,3,5
5045410,2360278,4.3353,+,-,3.0,Interchromosomal,No,Yes,NF,GT-AG,CanonicalPattern,691994,3,3,M,E,5042240,5045556,3316,2359114,2362375,3261,1,No,3,5
5207144,5210629,0.3134,-,-,10.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,31908105,6,3,S,M,5206002,5209979,3977,5210181,5212349,2168,1,No,8,5
5207144,5210629,0.3134,-,-,10.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,31908105,6,3,S,M,5206002,5209979,3977,5210181,5212349,2168,1,No,8,5
5207144,5210629,0.5065,-,-,2.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,3948667,6,3,S,M,5206002,5209979,3977,5210181,5212349,2168,1,No,8,5
5207144,5210629,0.5087,-,-,2.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,3931590,6,3,S,M,5206002,5209979,3977,5210181,5212349,2168,1,No,8,5
5207144,5210629,0.5087,-,-,2.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,3931590,6,3,S,M,5206002,5209979,3977,5210181,5212349,2168,1,No,8,5
5207144,5210629,0.5117,-,-,2.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,3908540,6,3,S,M,5206002,5209979,3977,5210181,5212349,2168,1,No,8,5
5207144,5210629,0.5117,-,-,2.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,3908540,6,3,S,M,5206002,5209979,3977,5210181,5212349,2168,1,No,8,5
5207144,5210629,0.5122,-,-,2.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,3904725,6,3,S,M,5206002,5209979,3977,5210181,5212349,2168,1,No,8,5
5207144,5210629,0.5134,-,-,2.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,3895598,6,3,S,M,5206002,5209979,3977,5210181,5212349,2168,1,No,8,5
5207144,5210629,0.5134,-,-,2.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,3895598,6,3,S,M,5206002,5209979,3977,5210181,5212349,2168,1,No,8,5
5207144,5210629,0.6741,-,-,2.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,2966919,6,3,S,M,5206002,5209979,3977,5210181,5212349,2168,1,No,8,5
5207144,5210629,0.6741,-,-,2.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,2966919,6,3,S,M,5206002,5209979,3977,5210181,5212349,2168,1,No,8,5
5207144,5210629,0.7608,-,-,3.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,3943218,6,3,S,M,5206002,5209979,3977,5210181,5212349,2168,1,No,8,5
5207144,5210629,0.7638,-,-,3.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,3927730,6,3,S,M,5206002,5209979,3977,5210181,5212349,2168,1,No,8,5
5207144,5210629,1.0123,-,-,4.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,3951398,6,3,S,M,5206002,5209979,3977,5210181,5212349,2168,1,No,8,5
5207144,5210629,1.0123,-,-,4.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,3951398,6,3,S,M,5206002,5209979,3977,5210181,5212349,2168,1,No,8,5
5207144,5210629,1.0143,-,-,4.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,3943606,6,3,S,M,5206002,5209979,3977,5210181,5212349,2168,1,No,8,5
5207144,5210629,1.015,-,-,4.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,3940887,6,3,S,M,5206002,5209979,3977,5210181,5212349,2168,1,No,8,5
5207144,5210629,1.015,-,-,4.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,3940887,6,3,S,M,5206002,5209979,3977,5210181,5212349,2168,1,No,8,5
5207144,5210629,1.0184,-,-,4.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,3927730,6,3,S,M,5206002,5209979,3977,5210181,5212349,2168,1,No,8,5
5207144,5210629,1.5406,-,-,6.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,3894587,6,3,S,M,5206002,5209979,3977,5210181,5212349,2168,1,No,8,5
5207144,5210629,1.5406,-,-,6.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,3894587,6,3,S,M,5206002,5209979,3977,5210181,5212349,2168,1,No,8,5
5483744,5486768,0.5052,-,-,2.0,Intrachromosomal,Yes,No,FrameShift,TT-GC,NonCanonicalPattern,3958828,7,5,M,M,5481665,5486105,4440,5486273,5489132,2859,2,Yes,13,6
5483744,5486768,0.5697,-,-,3.0,Intrachromosomal,Yes,No,FrameShift,TT-GC,NonCanonicalPattern,5265929,7,5,M,M,5481665,5486105,4440,5486273,5489132,2859,2,Yes,13,6
5483744,5486768,1.0101,-,-,4.0,Intrachromosomal,Yes,No,FrameShift,TT-GC,NonCanonicalPattern,3960004,7,5,M,M,5481665,5486105,4440,5486273,5489132,2859,2,Yes,13,6
5483744,5486768,1.0106,-,-,4.0,Intrachromosomal,Yes,No,FrameShift,TT-GC,NonCanonicalPattern,3958045,7,5,M,M,5481665,5486105,4440,5486273,5489132,2859,2,Yes,13,6
5483744,5486768,1.7817,-,-,7.0,Intrachromosomal,Yes,No,FrameShift,TT-GC,NonCanonicalPattern,3928832,7,5,M,M,5481665,5486105,4440,5486273,5489132,2859,2,Yes,13,6
5483744,5486768,2.5394,-,-,10.0,Intrachromosomal,Yes,No,FrameShift,TT-GC,NonCanonicalPattern,3937938,7,5,M,M,5481665,5486105,4440,5486273,5489132,2859,2,Yes,13,6
5483745,5486769,1.2543,-,-,5.0,Intrachromosomal,Yes,No,FrameShift,CT-CG,NonCanonicalPattern,3986287,7,5,M,M,5481665,5486105,4440,5486273,5489132,2859,2,Yes,13,6
5580603,6994363,0.1771,+,-,2.0,Interchromosomal,No,No,InFrame,TA-CT,NonCanonicalPattern,11293055,5,2,M,M,5578265,5580730,2465,6994045,6995237,1192,1,No,6,2
5580603,6994363,0.2468,+,-,2.0,Interchromosomal,No,No,InFrame,TA-CT,NonCanonicalPattern,8103728,5,2,M,M,5578265,5580730,2465,6994045,6995237,1192,1,No,6,2
5580603,6994363,0.2507,+,-,2.0,Interchromosomal,No,No,InFrame,TA-CT,NonCanonicalPattern,7977663,5,2,M,M,5578265,5580730,2465,6994045,6995237,1192,1,No,6,2
5580603,6994363,0.2645,+,-,2.0,Interchromosomal,No,No,InFrame,TA-CT,NonCanonicalPattern,7561437,5,2,M,M,5578265,5580730,2465,6994045,6995237,1192,1,No,6,2
5580603,6994363,0.3006,+,-,3.0,Interchromosomal,No,No,InFrame,TA-CT,NonCanonicalPattern,9980040,5,2,M,M,5578265,5580730,2465,6994045,6995237,1192,1,No,6,2
5580603,6994363,0.318,+,-,3.0,Interchromosomal,No,No,InFrame,TA-CT,NonCanonicalPattern,9433962,5,2,M,M,5578265,5580730,2465,6994045,6995237,1192,1,No,6,2
5580603,6994363,0.336,+,-,12.0,Interchromosomal,No,No,InFrame,TA-CT,NonCanonicalPattern,35714286,5,2,M,M,5578265,5580730,2465,6994045,6995237,1192,1,No,6,2
5580603,6994363,0.3637,+,-,15.0,Interchromosomal,No,No,InFrame,TA-CT,NonCanonicalPattern,41242783,5,2,M,M,5578265,5580730,2465,6994045,6995237,1192,1,No,6,2
5580603,6994363,0.5078,+,-,2.0,Interchromosomal,No,No,InFrame,TA-CT,NonCanonicalPattern,3938559,5,2,M,M,5578265,5580730,2465,6994045,6995237,1192,1,No,6,2
5580603,6994363,0.5078,+,-,2.0,Interchromosomal,No,No,InFrame,TA-CT,NonCanonicalPattern,3938559,5,2,M,M,5578265,5580730,2465,6994045,6995237,1192,1,No,6,2
5580603,6994363,0.5117,+,-,2.0,Interchromosomal,No,No,InFrame,TA-CT,NonCanonicalPattern,3908540,5,2,M,M,5578265,5580730,2465,6994045,6995237,1192,1,No,6,2
5580603,6994363,0.513,+,-,2.0,Interchromosomal,No,No,InFrame,TA-CT,NonCanonicalPattern,3898636,5,2,M,M,5578265,5580730,2465,6994045,6995237,1192,1,No,6,2
5580603,6994363,0.56,+,-,2.0,Interchromosomal,No,No,InFrame,TA-CT,NonCanonicalPattern,3571429,5,2,M,M,5578265,5580730,2465,6994045,6995237,1192,1,No,6,2
6255558,6249560,0.758,+,+,3.0,Intrachromosomal,Yes,No,InFrame,TT-TC,NonCanonicalPattern,3957784,3,1,M,M,6254094,6255734,1640,6248619,6254080,5461,1,No,3,13
6255558,6249560,0.7584,+,+,3.0,Intrachromosomal,Yes,No,InFrame,TT-TC,NonCanonicalPattern,3955696,3,1,M,M,6254094,6255734,1640,6248619,6254080,5461,1,No,3,13
6255558,6249560,0.7608,+,+,3.0,Intrachromosomal,Yes,No,InFrame,TT-TC,NonCanonicalPattern,3943218,3,1,M,M,6254094,6255734,1640,6248619,6254080,5461,1,No,3,13
6255558,6249560,1.2639,+,+,5.0,Intrachromosomal,Yes,No,InFrame,TT-TC,NonCanonicalPattern,3956009,3,1,M,M,6254094,6255734,1640,6248619,6254080,5461,1,No,3,13
6268216,6279633,0.3796,-,-,2.0,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,5268704,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,0.7596,-,-,3.0,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,3949447,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,0.7596,-,-,3.0,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3949447,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,0.7601,-,-,3.0,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3946849,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,0.7623,-,-,3.0,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,3935459,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,0.7623,-,-,3.0,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3935459,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,0.8541,-,-,3.0,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,3512469,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,0.8642,-,-,3.0,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,3471419,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,1.1522,-,-,4.0,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3471620,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,1.7749,-,-,7.0,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3943884,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,1.775,-,-,7.0,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,3943662,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,1.9019,-,-,9.0,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,4732110,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,2.1258,-,-,2.0,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,940822,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,2.2779,-,-,8.0,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,3512007,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,2.2822,-,-,9.0,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,3943563,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,2.4809,-,-,13.0,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,5240034,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,2.5444,-,-,10.0,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,3930200,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,2.5538,-,-,10.0,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,3915733,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,2.5538,-,-,10.0,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3915733,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,2.5627,-,-,9.0,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3511921,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,2.8873,-,-,3.0,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,1039033,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,3.1887,-,-,3.0,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,940822,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,3.3176,-,-,13.0,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,3918495,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,3.8497,-,-,4.0,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,1039042,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,4.0833,-,-,16.0,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,3918399,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,4.9928,-,-,4.0,Intrachromosomal,Yes,No,NF,GT-AG,CanonicalPattern,801154,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
6268216,6279633,4.9928,-,-,4.0,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,801154,1,5,M,E,6266609,6268939,2330,6278788,6282144,3356,1,No,2,6
7978266,7298994,1.4637,-,+,7.0,Interchromosomal,No,No,FrameShift,CG-GC,NonCanonicalPattern,4782401,2,1,M,M,7976424,7978810,2386,7297765,7299930,2165,1,No,4,3
8526045,8531093,0.3439,-,-,3.0,Intrachromosomal,Yes,No,InFrame,GT-AG,CanonicalPattern,8723466,2,3,M,E,8525334,8527087,1753,8529064,8532262,3198,1,No,2,10
9485494,30329368,0.0679,-,-,2.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,29455081,1,3,S,M,9484316,9486002,1686,30329039,30330944,1905,1,No,2,3
9485494,30329368,0.0929,-,-,2.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,21528525,1,3,S,M,9484316,9486002,1686,30329039,30330944,1905,1,No,2,3
9485494,30329368,0.165,-,-,2.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,12121212,1,3,S,M,9484316,9486002,1686,30329039,30330944,1905,1,No,2,3
9485494,30329368,0.2259,-,-,9.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,39840638,1,3,S,M,9484316,9486002,1686,30329039,30330944,1905,1,No,2,3
9485494,30329368,0.268,-,-,4.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,14925373,1,3,S,M,9484316,9486002,1686,30329039,30330944,1905,1,No,2,3
9485494,30329368,0.3099,-,-,3.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,9680542,1,3,S,M,9484316,9486002,1686,30329039,30330944,1905,1,No,2,3
9485494,30329368,0.3233,-,-,3.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,9279307,1,3,S,M,9484316,9486002,1686,30329039,30330944,1905,1,No,2,3
9485494,30329368,0.3352,-,-,3.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,8949881,1,3,S,M,9484316,9486002,1686,30329039,30330944,1905,1,No,2,3
9485494,30329368,0.3438,-,-,9.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,26178011,1,3,S,M,9484316,9486002,1686,30329039,30330944,1905,1,No,2,3
9485494,30329368,0.3506,-,-,9.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,25670280,1,3,S,M,9484316,9486002,1686,30329039,30330944,1905,1,No,2,3
9485494,30329368,0.373,-,-,17.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,45576408,1,3,S,M,9484316,9486002,1686,30329039,30330944,1905,1,No,2,3
9485494,30329368,0.4075,-,-,15.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,36809816,1,3,S,M,9484316,9486002,1686,30329039,30330944,1905,1,No,2,3
9485494,30329368,0.414,-,-,5.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,12077295,1,3,S,M,9484316,9486002,1686,30329039,30330944,1905,1,No,2,3
9485494,30329368,0.4259,-,-,5.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,11739845,1,3,S,M,9484316,9486002,1686,30329039,30330944,1905,1,No,2,3
9485494,30329368,0.4406,-,-,14.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,31774853,1,3,S,M,9484316,9486002,1686,30329039,30330944,1905,1,No,2,3
9485494,30329368,0.4469,-,-,15.0,Intrachromosomal,Yes,No,FrameShift,GT-AG,CanonicalPattern,33564556,1,3,S,M,9484316,9486002,1686,30329039,30330944,1905,1,No,2,3
